"filename", "language", "TypeScript", "Vue", "Markdown", "Less", "JSON with Comments", "JSON", "JavaScript", "ReactNativeToolsOutput", "YAML", "CSS", "XML", "HTML", "comment", "blank", "total"
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/demo/center.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/demo/icon.vue", "Vue", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/demo/simple.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/demo/status.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/demo/vertical.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/index.en-US.md", "Markdown", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/index.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/steps/index.zh-CN.md", "Markdown", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 67
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/CheckoutBtn.vue", "Vue", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 67
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/ColumnDialog.vue", "Vue", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 81
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/Empty.vue", "Vue", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/FilterDropDown.vue", "Vue", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 125
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/FilterTags.vue", "Vue", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/ScTable.vue", "Vue", 0, 595, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 52, 648
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/TableAction.vue", "Vue", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 229
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/TableFilter.vue", "Vue", 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 230
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/Td/Address.vue", "Vue", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 50
"/Users/velen/Desktop/work/sc/frontend/sc-ui/src/package/table/component/Td/Copy.vue", "Vue", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
